filepath,label
data/MonkeyPox/mkp_006_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_118_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_128_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_076_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_123_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_053_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_121_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_013_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_012_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_037_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_031_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_044_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_053_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_020_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_006_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_072_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_037_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_116_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_136_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_050_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_131_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_042_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_038_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_046_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_121_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_029_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_096_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_024_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_100_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_099_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_116_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_126_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_042_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_026_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_131_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_097_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_008_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_113_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_102_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_040_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_005_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_122_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_017_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_107_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_050_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_042_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_133_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_073_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_002_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_052_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_107_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_013_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_032_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_032_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_109_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_011_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_083_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_113_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_102_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_002_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_068_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_005_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_045_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_002_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_026_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_031_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_091_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_091_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_082_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_052_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_081_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_117_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_023_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_050_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_089_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_089_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_051_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_069_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_105_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_120_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_125_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_001_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_027_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_105_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_008_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_083_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_094_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_018_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_088_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_072_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_097_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_076_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_068_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_074_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_094_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_004_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_019_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_121_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_123_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_096_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_107_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_027_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_031_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_114_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_048_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_129_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_002_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_013_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_097_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_008_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_023_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_016_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_099_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_073_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_129_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_119_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_075_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_104_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_023_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_085_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_076_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_125_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_039_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_122_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_102_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_088_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_116_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_015_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_091_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_109_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_007_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_038_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_012_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_077_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_051_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_094_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_039_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_045_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_106_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_048_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_117_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_053_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_041_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_103_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_090_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_116_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_002_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_019_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_011_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_114_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_051_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_072_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_047_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_016_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_044_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_073_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_023_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_018_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_036_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_021_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_114_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_051_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_113_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_108_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_047_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_086_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_106_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_020_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_087_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_007_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_056_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_036_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_026_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_032_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_104_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_119_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_118_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_024_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_005_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_013_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_136_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_023_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_011_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_090_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_102_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_038_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_090_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_050_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_015_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_055_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_005_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_001_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_049_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_096_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_046_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_024_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_125_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_021_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_133_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_131_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_016_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_082_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_085_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_099_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_032_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_008_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_129_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_040_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_125_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_045_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_099_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_124_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_046_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_100_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_105_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_113_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_103_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_111_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_037_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_001_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_017_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_124_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_071_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_130_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_108_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_103_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_097_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_109_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_112_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_083_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_129_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_131_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_048_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_016_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_085_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_021_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_038_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_001_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_041_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_046_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_027_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_075_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_107_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_052_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_109_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_110_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_004_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_123_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_004_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_047_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_133_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_055_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_086_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_106_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_007_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_102_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_111_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_055_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_049_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_075_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_105_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_008_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_026_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_011_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_049_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_019_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_101_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_048_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_035_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_088_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_077_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_111_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_118_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_128_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_113_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_071_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_018_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_029_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_069_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_040_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_052_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_055_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_117_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_096_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_029_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_035_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_128_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_071_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_035_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_122_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_049_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_024_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_100_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_114_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_096_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_074_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_082_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_012_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_122_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_086_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_130_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_053_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_130_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_120_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_124_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_103_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_029_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_018_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_110_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_081_aug_2.jpg,MonkeyPox
data/MonkeyPox/mkp_077_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_073_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_100_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_016_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_099_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_044_aug_1.jpg,MonkeyPox
data/MonkeyPox/mkp_025_aug_0.jpg,MonkeyPox
data/MonkeyPox/mkp_108_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_132_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_132_aug_3.jpg,MonkeyPox
data/MonkeyPox/mkp_116_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_087_aug_4.jpg,MonkeyPox
data/MonkeyPox/mkp_086_aug_4.jpg,MonkeyPox
